"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 09 17:45:01 GMT 2024","Mon Sep 09 17:45:03 GMT 2024","2115","tests","test_all","Test","","","test_subscription_in_home_page",""
"passed","Mon Sep 09 17:44:33 GMT 2024","Mon Sep 09 17:44:37 GMT 2024","4078","tests","test_all","Test","","","test_logout",""
"passed","Mon Sep 09 17:45:16 GMT 2024","Mon Sep 09 17:45:22 GMT 2024","5163","tests","test_all","Test","","","test_register_while_checkout",""
"passed","Mon Sep 09 17:44:46 GMT 2024","Mon Sep 09 17:44:48 GMT 2024","1077","tests","test_all","Test","","","test_contact_us_form",""
"passed","Mon Sep 09 17:44:16 GMT 2024","Mon Sep 09 17:44:20 GMT 2024","3578","tests","test_all","Test","","","test_register_user",""
"passed","Mon Sep 09 17:44:22 GMT 2024","Mon Sep 09 17:44:27 GMT 2024","4636","tests","test_all","Test","","","test_valid_login",""
"passed","Mon Sep 09 17:44:30 GMT 2024","Mon Sep 09 17:44:30 GMT 2024","792","tests","test_all","Test","","","test_invalid_login",""
"passed","Mon Sep 09 17:44:50 GMT 2024","Mon Sep 09 17:44:51 GMT 2024","678","tests","test_all","Test","","","test_test_cases_page",""
"passed","Mon Sep 09 17:45:13 GMT 2024","Mon Sep 09 17:45:14 GMT 2024","1045","tests","test_all","Test","","","test_product_quantity_in_cart",""
"passed","Mon Sep 09 17:44:40 GMT 2024","Mon Sep 09 17:44:43 GMT 2024","3658","tests","test_all","Test","","","test_register_with_existing_email",""
"passed","Mon Sep 09 17:45:05 GMT 2024","Mon Sep 09 17:45:06 GMT 2024","721","tests","test_all","Test","","","test_subscription_in_cart_page",""
"passed","Mon Sep 09 17:44:53 GMT 2024","Mon Sep 09 17:44:54 GMT 2024","1146","tests","test_all","Test","","","test_all_products_and_product_detail_page",""
"passed","Mon Sep 09 17:45:24 GMT 2024","Mon Sep 09 17:45:29 GMT 2024","4835","tests","test_all","Test","","","test_register_before_checkout",""
"passed","Mon Sep 09 17:44:57 GMT 2024","Mon Sep 09 17:44:58 GMT 2024","917","tests","test_all","Test","","","test_search_product",""
"passed","Mon Sep 09 17:45:09 GMT 2024","Mon Sep 09 17:45:10 GMT 2024","1615","tests","test_all","Test","","","test_adding_products_in_cart",""
